Vertex ID,DoF ID,Coordinate
1667,1041,[242.97749329 349.19213867  63.12051392]
1668,1362,[264.23449707 353.20837402  55.64328384]
1669,1486,[265.06454468 352.06802368  56.96377563]
1670,1429,[245.21096802 340.36245728  65.28347778]
1671,1536,[252.23880005 341.29043579  63.0774765 ]
1672,81,[248.88769531 348.03283691  47.09614563]
1673,388,[254.3881073  354.5604248   52.46806335]
1674,1070,[260.82766724 343.26266479  50.27650833]
1675,1069,[259.91964722 343.09564209  52.2097168 ]
1676,2008,[258.63113403 341.69689941  51.49100113]
1677,85,[246.68569946 351.84942627  48.03351593]
1678,1331,[241.83421326 356.57421875  65.68562317]
1679,1061,[242.32833862 354.82608032  64.39946747]
1680,1987,[255.72476196 343.53811646  66.01083374]
1681,1988,[255.19868469 343.70846558  63.80978012]
1682,1760,[254.95227051 342.0171814   65.76383972]
1683,1837,[257.5289917  357.40170288  66.21652222]
1684,1886,[259.45809937 346.09368896  68.88238525]
1685,956,[238.18865967 354.96075439  58.82780075]
1686,234,[253.70080566 352.91470337  51.03099442]
1687,106,[242.53805542 345.06759644  47.94073486]
1688,1600,[252.37669373 337.39901733  59.69726562]
1689,1288,[248.5606842  335.18563843  60.89862442]
1690,1982,[248.46281433 334.82250977  58.83379364]
1691,1986,[248.90182495 337.2557373   60.56255722]
1692,1959,[255.12759399 338.45587158  49.72699356]
1693,1189,[247.44818115 335.92312622  55.5650177 ]
1694,1714,[258.84085083 352.95742798  65.50146484]
1695,1853,[259.14755249 351.79187012  66.69019318]
1696,117,[242.14286804 350.43505859  51.62482071]
1697,1197,[256.39700317 339.37158203  52.91421127]
1698,875,[256.29708862 341.55621338  52.502388  ]
1699,1313,[254.64750671 346.35067749  61.69280243]
1700,1774,[251.7409668  339.84069824  69.16182709]
1701,1955,[253.22431946 338.14685059  68.79998779]
1702,90,[248.11238098 351.70303345  48.71164322]
1703,1997,[250.25593567 334.35519409  50.83562088]
1704,1750,[256.42965698 344.66595459  63.61761093]
1705,35,[242.85038757 347.53601074  45.85891342]
1706,172,[253.39524841 348.89001465  43.68405914]
1707,1945,[257.5425415  344.08288574  60.4183197 ]
1708,316,[253.00067139 345.43270874  49.29954147]
1709,1775,[252.42001343 338.70651245  67.08045197]
1710,1925,[265.19146729 348.49749756  56.55963898]
1711,251,[240.02780151 344.58609009  53.0451889 ]
1712,1930,[253.85136414 335.72741699  48.59667587]
1713,1161,[248.03504944 345.15408325  61.85468292]
1714,1162,[247.73544312 346.11801147  63.06866837]
1715,1991,[262.83145142 349.89971924  51.70632172]
1716,187,[241.58920288 352.90100098  52.18121719]
1717,679,[261.00299072 349.68817139  47.03297043]
1718,1508,[239.64382935 350.29571533  66.03372192]
1719,621,[244.38258362 350.19949341  59.31317139]
1720,954,[242.77565002 350.62243652  61.35844803]
1721,1855,[260.56826782 350.47369385  64.85442352]
1722,1142,[263.76089478 351.88711548  51.92799377]
1723,49,[244.30107117 344.61169434  46.87831116]
1724,874,[254.54808044 341.67382812  53.24207306]
1725,1611,[262.72262573 355.31085205  61.14136124]
1726,2045,[240.16000366 354.32220459  52.99821091]
1727,2079,[242.48352051 354.28048706  51.94863892]
1728,188,[240.38362122 353.7098999   51.53035736]
1729,1707,[256.32693481 350.07681274  66.13781738]
1730,1759,[254.99111938 351.05218506  66.40524292]
1731,72,[243.14610291 346.06521606  46.60476685]
1732,71,[241.60101318 346.99414062  47.20392227]
1733,159,[247.2789917  350.92373657  51.06929398]
1734,1165,[252.00978088 349.10900879  60.1526947 ]
1735,435,[236.68133545 349.94290161  53.55000305]
1736,600,[236.64784241 349.46862793  55.77593613]
1737,2020,[242.99087524 355.47460938  61.6947937 ]
1738,377,[250.34150696 353.89733887  54.14268494]
1739,378,[250.40034485 352.15814209  54.26602173]
1740,1967,[251.21800232 337.65008545  55.93672943]
1741,1976,[259.30352783 344.44750977  53.73822021]
1742,1281,[247.87255859 341.86206055  63.0476799 ]
1743,1040,[243.46540833 350.91723633  63.1120224 ]
1744,714,[258.69580078 344.9440918   45.1482811 ]
1745,1920,[258.31634521 342.13516235  46.94548798]
1746,1367,[262.43835449 356.15737915  54.90932083]
1747,1432,[246.7056427  340.87402344  64.89898682]
1748,2013,[243.58006287 351.27770996  46.58088684]
1749,1415,[263.2482605  355.05245972  59.17564011]
1750,2038,[247.11968994 356.91229248  57.62109756]
1751,79,[240.41828918 348.27932739  47.41784668]
1752,1535,[253.79364014 342.81787109  64.20939636]
1753,318,[254.67654419 348.97958374  48.74987411]
1754,1924,[264.81231689 347.93328857  58.2895546 ]
1755,1490,[263.46508789 349.60675049  56.35893631]
1756,1606,[259.90371704 348.54217529  62.47913742]
1757,1336,[240.68101501 349.96310425  65.23182678]
1758,551,[251.51170349 355.78433228  54.6719017 ]
1759,626,[244.61824036 353.74694824  56.56243896]
1760,957,[255.7635498  353.01663208  57.31323242]
1761,302,[246.5866394  342.02627563  47.36527252]
1762,1194,[253.48532104 337.24642944  51.58169937]
1763,1796,[250.84519958 352.14199829  70.14321136]
1764,480,[256.14672852 344.77844238  44.69171143]
1765,903,[248.95341492 353.33654785  60.55308914]
1766,2044,[246.70265198 359.7149353   63.9080925 ]
1767,481,[256.92034912 346.08251953  46.23497009]
1768,80,[240.43972778 347.09371948  48.41241455]
1769,1917,[264.45263672 349.06921387  60.79401779]
1770,1935,[263.84179688 348.57269287  59.39583206]
1771,1116,[257.02209473 358.76907349  55.97444534]
1772,1737,[253.31616211 347.98587036  67.03438568]
1773,1511,[249.76538086 346.37762451  65.53025055]
1774,602,[236.74447632 349.14993286  57.5528717 ]
1775,385,[253.70428467 352.71749878  52.90898514]
1776,1195,[255.19883728 337.38336182  51.41291428]
1777,1181,[242.38650513 351.89877319  63.84368896]
1778,1990,[264.37606812 350.36221313  51.34248734]
1779,1927,[263.16641235 348.44784546  52.42188644]
1780,1525,[250.44143677 351.58880615  65.27998352]
1781,715,[259.2310791  345.14883423  46.80231094]
1782,750,[261.69647217 349.74700928  50.51443863]
1783,681,[258.4151001  349.97366333  49.6293335 ]
1784,272,[250.62554932 347.61352539  50.03591156]
1785,1646,[251.1269989  349.72109985  67.09630585]
1786,1524,[251.20181274 349.89035034  65.14733124]
1787,625,[245.10691833 353.02581787  58.9754715 ]
1788,905,[244.47467041 355.2180481   58.90449524]
1789,1738,[245.03083801 346.69390869  69.33441925]
1790,599,[235.7540741  351.5930481   55.15968704]
1791,2065,[237.10877991 353.19009399  54.31822968]
1792,274,[251.4377594  350.46118164  50.19356537]
1793,155,[250.77876282 351.57681274  48.9722023 ]
1794,447,[248.99482727 351.80578613  54.5814209 ]
1795,1289,[249.09472656 343.59985352  62.85720444]
1796,960,[260.36358643 353.54449463  47.84841537]
1797,670,[258.84405518 354.72052002  46.72138214]
1798,964,[242.62696838 341.02700806  61.00656128]
1799,861,[259.55300903 342.73239136  45.13938522]
1800,860,[260.44607544 344.46084595  45.63122177]
1801,416,[255.56944275 350.56027222  51.84191132]
1802,1922,[257.28656006 338.47219849  47.76935959]
1803,672,[259.16522217 352.37994385  46.21000671]
1804,262,[247.21769714 345.14480591  51.36756897]
1805,273,[251.88749695 348.81317139  49.75459671]
1806,12,[247.25541687 349.45629883  43.60595703]
1807,39,[248.42770386 348.20141602  43.79825211]
1808,1108,[262.90530396 354.11135864  52.76536942]
1809,1694,[260.46331787 351.17880249  63.27453232]
1810,1300,[252.08058167 339.21139526  57.72165298]
1811,932,[249.85954285 337.23623657  53.91728592]
1812,640,[246.603302   355.59771729  56.671772  ]
1813,1171,[247.00158691 355.1072998   62.64355087]
1814,470,[251.93017578 347.00991821  53.63211441]
1815,1082,[259.20977783 349.85903931  57.37327576]
1816,1148,[259.65145874 351.1512146   56.33479309]
1817,1401,[253.92961121 358.91159058  59.52782822]
1818,2060,[251.83439636 358.89367676  59.10555649]
1819,1540,[258.07775879 346.19091797  62.48939514]
1820,275,[250.8684845  352.0619812   50.58930588]
1821,386,[254.76521301 351.02807617  53.40413666]
1822,1692,[262.77130127 354.29724121  62.93555069]
1823,389,[252.99520874 354.43161011  53.26221085]
1824,56,[250.52438354 347.83584595  43.75597382]
1825,57,[250.70898438 348.63150024  45.24077988]
1826,50,[245.75939941 344.98770142  45.82094193]
1827,871,[249.72915649 344.46398926  56.34231186]
1828,1918,[265.87225342 350.66635132  60.17927551]
1829,961,[258.6053772  340.31124878  48.61208725]
1830,1196,[254.46037292 338.06716919  53.12332535]
1831,1956,[263.34439087 350.10855103  66.56430054]
1832,1895,[261.9303894  351.17874146  67.15523529]
1833,962,[261.52224731 345.1468811   46.18826675]
1834,859,[261.4329834  343.86331177  47.59741974]
1835,311,[253.97816467 343.87298584  44.74619293]
1836,387,[255.24087524 353.04483032  52.05802917]
1837,1745,[248.68257141 351.84429932  70.15922546]
1838,897,[259.38009644 358.47225952  49.81548309]
1839,92,[246.59985352 353.58236694  48.63829041]
1840,240,[250.83616638 347.91171265  51.88453293]
1841,628,[243.34436035 355.86599731  54.96674728]
1842,2083,[245.63163757 355.58743286  54.30572128]
1843,1566,[246.00935364 358.20587158  68.24858856]
1844,493,[254.6505127  345.70632935  44.4066658 ]
1845,682,[259.01556396 356.46417236  47.76898956]
1846,862,[258.21633911 341.11178589  44.92293549]
1847,695,[259.91229248 347.10653687  50.00278091]
1848,637,[249.89752197 348.88977051  57.81908035]
1849,1564,[241.93844604 356.37945557  67.65534973]
1850,787,[250.0922699  349.26385498  59.47207642]
1851,788,[250.41648865 347.67001343  59.31129456]
1852,841,[245.52006531 342.4213562   57.19534302]
1853,842,[245.84210205 339.5227356   56.86730194]
1854,2021,[245.24946594 359.56112671  65.1422348 ]
1855,133,[241.23808289 345.93536377  48.5302887 ]
1856,1901,[259.00021362 344.84320068  70.78211975]
1857,1931,[259.66497803 344.0067749   69.3719635 ]
1858,1493,[244.0085144  346.05169678  66.47136688]
1859,11,[247.27326965 351.07067871  43.26230621]
1860,635,[246.86636353 341.50149536  54.27030182]
1861,636,[247.68693542 340.25091553  53.55492401]
1862,1203,[242.44506836 356.29711914  59.98598862]
1863,1569,[255.25024414 361.30142212  59.84816742]
1864,1914,[253.23506165 335.22140503  51.44076157]
1865,1979,[251.89125061 337.85131836  46.68970871]
1866,579,[244.64215088 342.03231812  55.16383743]
1867,1685,[259.22839355 360.06488037  61.60446548]
1868,1686,[259.96536255 358.56018066  62.48770905]
1869,2000,[253.04034424 338.64312744  55.28164291]
1870,1871,[255.20584106 362.25067139  63.93626404]
1871,250,[244.43521118 345.9284668   52.8456192 ]
1872,578,[244.92694092 343.98641968  58.45591354]
1873,1126,[256.76876831 359.94772339  54.5983696 ]
1874,1563,[243.88035583 357.1131897   68.1397171 ]
1875,1562,[244.40905762 356.25268555  66.92948151]
1876,1233,[244.81507874 344.66937256  64.2017746 ]
1877,1169,[248.54597473 353.24060059  62.36569595]
1878,947,[238.13632202 346.36294556  57.70933151]
1879,1757,[266.46984863 349.80450439  56.22470856]
1880,1892,[259.33621216 348.16134644  70.02032471]
1881,1947,[261.3210144  348.00637817  69.32913208]
1882,2057,[235.83004761 352.0970459   52.81359863]
1883,186,[241.92961121 353.48303223  50.25625992]
1884,469,[252.48158264 347.94058228  52.1111412 ]
1885,1146,[260.77792358 351.85394287  53.17807007]
1886,1145,[262.05377197 352.82299805  52.84120178]
1887,185,[242.99441528 352.76956177  51.33175659]
1888,1915,[251.72045898 337.35421753  51.93916321]
1889,183,[252.34983826 350.11602783  47.57497025]
1890,24,[247.86773682 352.2076416   44.36713791]
1891,1655,[250.9646759  354.33468628  69.46989441]
1892,1654,[249.30653381 355.42263794  69.1659317 ]
1893,1413,[264.64581299 351.22009277  53.01473618]
1894,1954,[252.9342804  339.32696533  65.30180359]
1895,580,[245.52354431 340.75866699  55.80283356]
1896,1182,[245.95986938 337.38131714  56.48902893]
1897,1314,[253.67750549 344.44540405  61.81729507]
1898,1537,[253.7711792  344.26229858  63.39125824]
1899,249,[243.99186707 346.16848755  54.37333679]
1900,283,[253.75650024 352.30041504  44.97397232]
1901,2056,[246.11157227 352.9460144   44.68371964]
1902,482,[257.32626343 346.85598755  44.75912094]
1903,1904,[259.15612793 344.29580688  65.45731354]
1904,1889,[260.38186646 345.69625854  66.35986328]
1905,1969,[249.92225647 336.77255249  56.4380188 ]
1906,333,[242.82728577 345.309021    54.97087479]
1907,1846,[249.18875122 361.6321106   65.06544495]
1908,1776,[250.77655029 341.78622437  69.77659607]
1909,2002,[260.26922607 346.36129761  70.27106476]
1910,2069,[253.36213684 362.76730347  64.74784088]
1911,2050,[250.57209778 362.26461792  64.19268799]
1912,2028,[250.04273987 359.02545166  59.52315521]
1913,1977,[257.11743164 342.30984497  55.32395554]
1914,1561,[245.42564392 355.88763428  68.75262451]
1915,2032,[242.11883545 354.63058472  53.53020477]
1916,25,[246.98242188 351.97180176  46.37913132]
1917,408,[257.90707397 351.19744873  45.13545609]
1918,2058,[239.56869507 352.75061035  52.50347137]
1919,2041,[242.82015991 353.09786987  57.07423019]
1920,1338,[237.67608643 351.09564209  63.74067688]
1921,840,[244.11349487 341.41503906  56.62904358]
1922,1580,[254.63696289 357.57937622  60.44172668]
1923,1985,[249.05703735 335.48083496  62.79968262]
1924,811,[256.91589355 358.41305542  53.53214645]
1925,33,[241.5222168  348.32629395  46.36473083]
1926,1187,[251.03892517 337.96411133  54.48379517]
1927,2007,[250.92169189 336.02114868  55.3718071 ]
1928,1492,[242.61520386 345.12014771  66.91959381]
1929,1612,[260.69381714 358.51568604  60.93258286]
1930,634,[242.44187927 354.66040039  55.48048019]
1931,904,[246.22711182 354.99481201  58.21802521]
1932,943,[249.56176758 338.66748047  54.67673874]
1933,2037,[236.79940796 356.34439087  64.09794617]
1934,1890,[257.42221069 348.21401978  70.46737671]
1935,307,[252.44343567 341.87268066  45.27251434]
1936,175,[252.31326294 352.42715454  46.4500351 ]
1937,1793,[249.75666809 346.75375366  70.80711365]
1938,1794,[250.60836792 348.01617432  70.90758514]
1939,1140,[263.52633667 349.96615601  49.71558762]
1940,1645,[252.16001892 349.02301025  68.33598328]
1941,1741,[251.72149658 352.1578064   67.08106232]
1942,2001,[258.02389526 342.97109985  61.637146  ]
1943,1164,[250.39599609 349.31735229  61.08708191]
1944,1626,[244.02841187 345.46691895  68.31085968]
1945,1798,[252.5877533  355.06634521  69.07254028]
1946,40,[248.50460815 349.89163208  43.38020325]
1947,1900,[257.87579346 343.37091064  70.93087006]
1948,1965,[258.33807373 343.03024292  69.38661957]
1949,2106,[255.76533508 362.83804321  62.77253723]
1950,1352,[258.53961182 344.06417847  58.79346466]
1951,1557,[251.20606995 360.20776367  61.35103989]
1952,940,[246.94316101 337.14401245  52.63693237]
1953,581,[243.55169678 339.95614624  55.38883209]
1954,1960,[253.10902405 339.0663147   59.76867294]
1955,1891,[258.25665283 346.6204834   70.65621948]
1956,1163,[249.84796143 347.36090088  61.47428131]
1957,1558,[249.27435303 360.22790527  61.13526154]
1958,900,[250.09944153 357.38708496  56.97366333]
1959,1912,[251.07710266 337.63687134  60.9790535 ]
1960,1870,[251.62283325 362.18344116  65.97600555]
1961,1159,[259.86273193 347.5272522   55.39538193]
1962,1897,[255.9234314  343.73538208  70.97957611]
1963,890,[255.1991272  358.28775024  53.28069305]
1964,171,[251.60569763 349.1703186   43.48536301]
1965,170,[252.28926086 347.41152954  43.86990356]
1966,2015,[237.89601135 352.62423706  47.33680344]
1967,1567,[252.69129944 360.38977051  60.1998024 ]
1968,2010,[263.22036743 347.5513916   48.00094604]
1969,2005,[263.46966553 348.70617676  48.83742905]
1970,88,[242.11816406 353.22192383  46.70091629]
1971,627,[244.96144104 355.7668457   56.25750351]
1972,3,[245.66981506 351.94995117  43.28649139]
1973,1994,[266.07275391 350.56912231  58.16925812]
1974,1067,[258.02059937 343.51937866  54.81715775]
1975,492,[255.58015442 346.75045776  44.35391617]
1976,1996,[263.08703613 344.82217407  46.76303482]
1977,1966,[261.78430176 343.33929443  45.8119812 ]
1978,1942,[260.08303833 344.13543701  63.85612488]
1979,1981,[248.58905029 334.5723877   56.93885422]
1980,2043,[245.67350769 358.90405273  62.51459885]
1981,1845,[249.93701172 361.9743042   66.61412811]
1982,93,[245.67547607 353.10391235  47.08679199]
1983,321,[254.55984497 350.14981079  43.7744751 ]
1984,1411,[261.4145813  358.26034546  57.04029465]
1985,2014,[243.83921814 352.98678589  46.7627449 ]
1986,169,[251.04579163 345.96954346  44.27671814]
1987,1607,[265.5489502  349.83969116  53.02616119]
1988,1903,[259.63131714 342.97659302  70.80989838]
1989,2111,[246.71911621 352.89404297  43.02007294]
1990,41,[248.24543762 353.04037476  42.94215775]
1991,391,[251.84469604 357.50650024  51.83823013]
1992,325,[251.26823425 355.87380981  50.5406189 ]
1993,390,[252.37458801 355.87628174  52.92286301]
1994,392,[253.16262817 356.57891846  51.60271835]
1995,652,[257.78897095 356.84011841  46.57403183]
1996,653,[256.74746704 355.2822876   45.20483017]
1997,651,[255.77601624 357.03161621  47.44590759]
1998,176,[251.19464111 353.54000854  46.53260422]
1999,178,[252.50889587 354.06402588  47.70323563]
2000,2089,[253.84811401 360.99475098  58.0791893 ]
2001,646,[254.5677948  357.98892212  51.04326248]
2002,444,[253.39416504 357.09994507  47.22956848]
2003,2099,[251.63192749 357.70571899  45.5022316 ]
2004,2071,[253.28956604 357.87808228  45.74037552]
2005,445,[251.50131226 357.36535645  47.40349197]
2006,1174,[257.355896   362.68814087  50.447155  ]
2007,1173,[258.4861145  360.97183228  50.90639496]
2008,1175,[257.65893555 361.16259766  49.38444138]
2009,892,[256.77151489 360.00546265  50.71944046]
2010,2073,[256.43765259 362.21200562  48.20918274]
2011,2075,[254.67312622 360.18508911  49.20497894]
2012,2092,[255.83387756 361.56771851  49.95199966]
2013,894,[255.88723755 359.55322266  48.42139053]
2014,99,[250.24665833 352.21276855  46.66678238]
2015,97,[250.46598816 353.33847046  43.0147438 ]
2016,98,[248.90524292 354.80743408  42.80803299]
2017,96,[249.27685547 353.47973633  44.1983223 ]
2018,180,[250.70643616 354.48171997  44.65721512]
2019,2110,[251.02490234 355.81530762  46.4816246 ]
2020,280,[252.11199951 355.59829712  45.02309418]
2021,181,[250.04774475 355.90707397  45.15772629]
2022,296,[253.42106628 354.66772461  49.39709473]
2023,441,[253.17503357 356.72976685  49.98102951]
2024,443,[254.91493225 355.37249756  46.35389709]
2025,442,[253.98301697 356.50857544  48.60626221]
2026,654,[255.97245789 357.31234741  45.27072144]
2027,191,[248.3427124  353.87686157  49.77382278]
2028,192,[249.75765991 352.80740356  49.63134766]
2029,276,[249.93417358 354.00994873  50.74038315]
2030,277,[251.40391541 354.31530762  50.15494537]
2031,489,[255.57893372 353.77099609  44.29343033]
2032,282,[254.23402405 354.18920898  45.29455948]
2033,1172,[258.56027222 359.74520874  49.57762146]
2034,2090,[253.49421692 358.79162598  53.06070709]
2035,100,[249.48098755 352.23709106  48.11296844]
2036,326,[249.7555542  357.29858398  51.22393799]
2037,194,[249.10145569 355.61755371  49.7796402 ]
2038,2066,[250.48200989 356.73580933  48.98059082]
2039,2068,[255.66862488 362.29418945  57.64738464]
2040,1176,[257.24380493 360.19625854  47.93807983]
2041,893,[256.63653564 358.55374146  49.3841629 ]
2042,647,[256.02270508 357.85733032  50.59713364]
2043,891,[255.86170959 358.92575073  51.74351883]
2044,1128,[253.96559143 360.25302124  54.62187576]
2045,1129,[254.00521851 359.18286133  55.95948792]
2046,895,[256.84124756 358.73968506  46.5533638 ]
2047,2074,[255.95446777 360.78857422  46.71348953]
2048,2103,[254.4672699  360.27474976  51.53433228]
2049,440,[253.1096344  354.98898315  51.25338745]
2050,648,[254.7754364  357.84216309  49.03674316]
2051,487,[253.59397888 356.3097229   45.27713394]
2052,650,[254.80732727 357.74230957  46.33556747]
2053,102,[250.4473114  352.49853516  44.9068985 ]
2054,197,[252.54980469 353.82037354  45.0829277 ]
2055,2077,[251.84251404 357.70407104  54.03310013]
2056,649,[254.83929443 359.00088501  47.38021851]
2057,281,[253.78581238 354.48498535  43.65212631]
2058,278,[252.02110291 355.63128662  48.52664185]
2059,446,[252.80455017 358.3326416   48.75780487]
2060,958,[254.04377747 361.10836792  47.45662689]
2061,2109,[256.11514282 359.9161377   53.15673447]
2062,1201,[256.27053833 361.56039429  51.95019531]
2063,279,[253.08534241 355.40411377  46.57639694]
2064,1344,[236.39004517 355.09329224  63.28237915]
2065,488,[254.79953003 355.82290649  44.2395401 ]
2066,439,[251.46401978 354.7298584   51.89890289]
2067,2082,[254.05979919 362.06317139  61.56884766]
2068,91,[248.07122803 354.50390625  48.03662491]
2069,193,[246.81636047 355.43087769  49.15158463]
2070,2084,[236.08554077 354.85061646  56.31884003]
2071,2114,[253.91166687 357.8762207   44.17604446]
2072,2113,[253.01269531 356.19760132  43.54466248]
2073,324,[249.79359436 355.61444092  51.31835556]
2074,2105,[250.47819519 357.16729736  52.7055397 ]
2075,1373,[258.10324097 362.36611938  52.36917877]
2076,668,[256.27761841 357.13409424  48.9005661 ]
2077,438,[250.2313385  355.55001831  52.94652557]
2078,179,[250.30757141 354.64019775  47.50599289]
2079,94,[247.58010864 353.33813477  45.59430313]
2080,2107,[249.21577454 353.59732056  46.69045258]
2081,95,[248.75357056 354.92193604  44.89194107]
2082,633,[237.64749146 354.83627319  55.76516724]
2083,490,[255.00440979 355.26757812  48.51437759]
2084,1202,[252.01048279 359.03952026  55.32241821]
2085,901,[253.37597656 358.32293701  54.66563416]
2086,896,[258.45724487 358.14764404  48.08884048]
2087,195,[246.8525238  355.24472046  47.24185181]
2088,2064,[234.90562439 353.65353394  54.47666168]
2089,323,[247.88829041 356.23989868  51.64528656]
2090,1412,[252.90496826 360.94503784  56.40829468]
2091,196,[252.67303467 352.87432861  43.32042313]
2092,2093,[250.54103088 356.21456909  42.90244675]
2093,198,[252.0958252  354.54959106  43.1986084 ]
2094,959,[254.97744751 359.42880249  45.24538422]
2095,2101,[252.9836731  358.99172974  50.56748199]
2096,2080,[247.0859375  354.58847046  42.77138901]
2097,297,[254.20330811 354.20959473  47.41154861]
2098,2097,[245.4420166  354.83462524  47.9546051 ]
2099,1568,[253.69087219 361.46356201  59.58929062]
2100,2100,[252.46780396 361.53005981  61.99397659]
2101,2061,[248.58682251 357.2333374   53.16893768]
2102,2095,[254.49304199 363.67858887  63.12726212]
2103,2088,[253.48170471 359.67007446  48.03197861]
2104,2072,[253.8928833  359.88510132  46.38143921]
2105,2059,[251.10760498 358.74874878  57.36017227]
2106,2063,[245.37033081 355.18875122  50.07868576]
2107,103,[251.35470581 351.7623291   43.19787598]
2108,2070,[252.60739136 358.97424316  46.82075119]
2109,327,[254.33082581 352.8793335   43.70171356]
2110,2091,[251.1438446  357.68380737  50.26696777]
2111,2104,[256.75170898 363.58859253  60.11741257]
2112,322,[247.72515869 356.37307739  50.06373215]
2113,1127,[255.26077271 360.98986816  54.00450516]
2114,2081,[254.67962646 363.32870483  59.84477997]
2115,1241,[244.12640381 396.35998535  50.54426956]
2116,1439,[249.05290222 390.65487671  41.50911713]
2117,1978,[251.87364197 394.0519104   37.02859879]
2118,1825,[251.49424744 393.90560913  38.4873085 ]
2119,1815,[252.86302185 390.69937134  34.64577866]
2120,1766,[250.64332581 390.21914673  35.12561035]
2121,1630,[246.49983215 393.025177    42.00301743]
2122,1437,[248.3039856  391.92877197  42.03191376]
2123,1629,[247.22613525 392.01324463  40.79618073]
2124,1854,[250.27175903 396.60791016  46.60454941]
2125,1510,[251.27029419 395.81207275  45.26733398]
2126,1435,[253.78564453 392.0453186   42.78639984]
2127,1634,[250.30322266 392.5786438   42.22832489]
2128,1780,[253.63671875 391.85733032  39.18211746]
2129,1867,[254.00935364 393.90933228  39.8053627 ]
2130,1774,[247.87342834 391.40045166  37.5014801 ]
2131,1773,[250.01344299 391.7963562   36.99246979]
2132,1971,[251.17874146 393.06665039  32.89766312]
2133,1871,[252.75640869 392.34893799  34.04260254]
2134,1818,[250.56890869 393.29849243  35.76768875]
2135,1830,[252.23669434 393.75424194  35.12085724]
2136,1868,[248.12802124 397.0447998   46.25744629]
2137,1514,[247.10353088 395.76345825  45.14120483]
2138,1662,[246.73884583 397.38110352  44.43596268]
2139,1513,[246.96658325 397.09033203  47.41364288]
2140,1816,[251.45658875 391.53512573  35.75080109]
2141,1246,[246.18867493 396.06427002  52.70074081]
2142,1906,[243.74082947 396.2729187   53.70936203]
2143,1907,[245.04614258 396.91955566  51.82605362]
2144,1975,[245.42086792 396.99328613  46.87591934]
2145,1515,[245.76594543 394.58135986  44.85348129]
2146,1874,[252.19364929 393.50650024  42.40774536]
2147,1862,[253.77761841 393.98477173  36.32975388]
2148,1820,[249.69581604 391.56634521  34.8584404 ]
2149,1860,[242.31098938 396.74789429  49.80633163]
2150,1866,[254.05543518 394.4329834   41.62094879]
2151,1819,[251.389328   391.04400635  33.65490341]
2152,1436,[249.58789062 392.04464722  43.42899704]
2153,1863,[255.55810547 394.00628662  38.72617722]
2154,1859,[243.24003601 397.1390686   52.156147  ]
2155,1244,[245.54051208 396.41748047  49.0126152 ]
2156,1861,[255.15911865 392.78540039  35.6775856 ]
2157,1633,[249.47000122 394.30554199  42.63515472]
2158,1827,[250.25442505 394.3633728   36.96044922]
2159,1663,[245.42167664 396.23077393  44.19759369]
2160,1973,[247.1075592  396.56027222  42.9176445 ]
2161,1628,[248.36541748 391.34637451  39.21532822]
2162,1831,[253.89720154 393.16049194  34.57515335]
2163,1664,[244.775177   394.85919189  42.38322067]
2164,1783,[246.68817139 394.41146851  39.94071198]
2165,1873,[250.88249207 393.72924805  40.5607605 ]
2166,1660,[250.17883301 396.83184814  43.72541046]
2167,1661,[248.49105835 397.16943359  44.43550873]
2168,1511,[248.46937561 395.96307373  47.58157349]
2169,1784,[245.15759277 393.85018921  40.54133606]
2170,1512,[249.03330994 397.39450073  48.40193176]
2171,1245,[246.0446167  396.91445923  50.48254776]
2172,1865,[250.4535675  396.18942261  42.05802536]
2173,1877,[251.085495   394.74356079  42.6168251 ]
2174,1632,[247.88661194 394.17288208  42.15183258]
2175,1785,[246.54411316 395.07553101  41.53969574]
2176,1972,[247.03489685 392.94271851  37.78721237]
2177,1974,[250.4528656  389.8944397   33.50006866]
2178,1870,[248.71276855 397.97109985  42.76969147]
2179,1826,[251.37132263 395.24569702  39.18178177]
0,1769,[232.34172058 425.07867432  50.1277504 ]
2181,1758,[242.19744873 420.06826782  40.77448654]
2182,1404,[255.49674988 420.63247681  38.91978073]
2183,2139,[254.95079041 419.48135376  40.45756531]
2184,1403,[253.5214386  421.18997192  40.02073288]
2185,1342,[241.88059998 425.67703247  52.16881943]
2186,1637,[249.23458862 427.83709717  39.7268486 ]
2187,2044,[242.3407135  419.32879639  38.51829529]
2188,1854,[230.03009033 422.54263306  50.26404572]
2189,1833,[234.73060608 421.85244751  46.90513992]
2190,1519,[246.70381165 424.80905151  43.03944397]
2191,2020,[238.72247314 429.34469604  49.28906631]
2192,2070,[231.29989624 422.32653809  42.22924805]
2193,1557,[233.07304382 422.39086914  56.91014481]
2194,1852,[237.76872253 430.927948    48.64283371]
2195,1899,[234.016922   423.01138306  39.99265671]
2196,1891,[233.61587524 424.19482422  41.48823929]
2197,1761,[244.23588562 428.81768799  41.68598175]
2198,1901,[236.63192749 421.41525269  37.38583755]
2199,1490,[240.31523132 427.79522705  52.15981293]
2200,2021,[240.1006012  428.65878296  50.617939  ]
2201,1837,[236.21340942 422.0617981   41.92702103]
2202,1759,[241.86817932 417.88302612  41.40035629]
2203,1752,[236.93948364 419.79562378  45.93369675]
2204,1751,[236.0181427  421.00588989  46.45487213]
2205,1898,[231.09396362 423.02835083  43.56289291]
2206,1707,[244.11920166 424.64907837  37.26688766]
